Frame,Time,Mean_ROI_001,Mean_ROI_002,Mean_ROI_003,Mean_ROI_004,Mean_ROI_005,Mean_ROI_006,Mean_ROI_007,Mean_ROI_008,Mean_ROI_009,Mean_ROI_010
6396,761.4285714,27481.36,27316.2449,27837.80142,28491.98333,28929.66434,28581.29703,28490.88119,28788.83766,27239.99474,33266.23711
6397,761.547619,27429.02,27401.69388,27849.76596,29140.2,28994.40559,28661.89109,28670.90099,28516.23377,27166.71053,34132.43299
6398,761.6666667,27333.29,27406.55102,28135.31915,28737.50833,28742.32168,29205.26733,28586.33168,29393.25974,27243.61579,33677.75601
6399,761.7857143,27459.64,27665.2449,28061.01418,29175.84167,28583.98601,28855.21782,28452.50495,28948.89286,27375.68947,33882.93471
6400,761.9047619,27369.24,27355.36735,28298.67376,29237.51667,28561.95105,29383.06931,28517.35149,29201.38961,27174.61053,34338.41581
6401,762.0238095,27403.47,27463.71429,27942.96454,28346.31667,29043.77622,28773.07921,28344.93069,28742.70779,27218.98421,33194.98282
6402,762.1428571,27449.79,27313.57143,28165.39716,28755.53333,28734.79021,28883.30693,28356.24257,28934.0974,27191.20526,33263.07904
6403,762.2619048,27265.36,27462.10204,28255.43972,28965.03333,28893.23077,28658.47525,28543.59406,28871.51948,27240.66316,33799.64261
6404,762.3809524,27262.05,27358.57143,28219.0922,28842.49167,29128.27972,29011.38614,28513.58911,28638.87013,27193.18947,33943.52577
6405,762.5,27332.25,27208.61224,28165.21277,28329.69167,28619.97902,28860.28713,28770.24257,29063.62013,27285.51053,33515.14433
6406,762.6190476,27349.21,27242.55102,28073.32624,28805.76667,28855.27273,28739.85149,28144.64851,28925.88312,27157.46316,33043.13402
6407,762.7380952,27288.18,27249.08163,27944.14184,28886.125,28832.12587,28872.50495,28649.44554,28838.52597,27384.04737,33194.93814
6408,762.8571429,27393.28,27340.97959,27884.31915,28792.34167,28542.24476,28939.0198,28322.42079,29043.9513,27247.64737,33232.06186
6409,762.9761905,27389.43,27194.36735,28197.41135,28665.36667,28766.17483,29163.27723,28492.22772,29062.0487,27300.38421,33004.63918
6410,763.0952381,27257.34,27391.95918,28136.02837,28606.91667,28728.92308,28992.20792,28657.36139,28948.42208,27385.44737,32558.03436
6411,763.2142857,27539,27449.08163,28084.96454,28725.35,28910.14685,28994.9901,28235.00495,28170.41558,27596.23684,33211.31959
6412,763.3333333,27346.8,27274.5102,28288.73759,28895.88333,28977.02797,28916.28713,28152.09406,28567.2987,27710.12632,33166.00687
6413,763.452381,27416.16,27347.34694,28083.65957,29048.275,28972.70629,28945.70297,28510.08416,28957.70779,27701.15263,33412.95876
6414,763.5714286,27437.95,27383.57143,27857,28797.99167,29075.52448,29205.61386,28409.50495,28753.53247,27772.42105,32857.93471
6415,763.6904762,27640.15,27473.34694,28256.73759,28877.95833,28723.09091,29582.50495,28421.93069,28905.37662,27673.22105,33061.06529
6416,763.8095238,27491.18,27355.44898,28161.58156,28595.425,28531.41259,28854.85149,28343.03465,28804.80195,27911.8,33404.6701
6417,763.9285714,27505.22,27501.65306,27920.39007,28392.44167,28977.48252,28813.62376,28441.87129,29102.9026,27623.3,33211.02062
6418,764.047619,27499.71,27597.04082,27892.65957,28479.80833,28782.8951,28927.76238,28598.69307,28763.57468,27742.83684,32886.7457
6419,764.1666667,27556.9,27376.89796,28382.09929,28837.85,28674.2028,28950.9604,28448.97525,28683.65909,27491.25789,33313.64261
6420,764.2857143,27522.06,27632.5102,28350.14184,28111.3,28745.3007,28577.08911,28305.79208,28647.11364,27458.18947,32273.58419
6421,764.4047619,27426.48,27477.97959,28388.46809,28302.7,28496.22378,28856.38614,28355.69307,28734.65584,27807.84737,33584.53952
6422,764.5238095,27385.46,27221.28571,28063.06383,28873.30833,28528.1049,28958.51485,28276.44554,28621.76623,27610.27368,32073.26117
6423,764.6428571,27211.54,27199.38776,28111.44681,28502.88333,28757.23077,28920.58416,28744.51485,28916.81818,27508.95789,32485.14089
6424,764.7619048,27301.41,27397.61224,28131.08511,28523.70833,28559.34965,29223.21782,28633.44059,28581.57468,27458.45789,32250.39519
6425,764.8809524,27259.93,27233.2449,28459.52482,28788.71667,28619.8951,28654.14851,28707.14356,28875.15584,27437.77368,32667.87973
6426,765,27299.71,27299.06122,28299.56738,28418.54167,28492.55245,29078.21782,28746.89109,29018.56169,27524.81053,32659.70103
6427,765.1190476,27262.21,27117.63265,28212.06383,28699.28333,28934.62937,29404.31683,28385.84158,28677.47403,27340.17368,32987.54639
6428,765.2380952,27321.71,27267.79592,28719.06383,28275.41667,28464.98601,29134.30693,28275.67822,28734.33117,27371.93684,32786.75945
6429,765.3571429,27204.78,27279.34694,27950.49645,28813.83333,28623.91608,28877.30693,28634.69307,28592.62013,27286.95263,32947.36082
6430,765.4761905,27323.5,27371.79592,27800.03546,28379.16667,28547.25874,28737.89109,28608.54455,28824.87987,27320.05263,32101.64948
6431,765.5952381,27342.51,27236.73469,27603.8227,28303.56667,28645.36364,28290.16832,28214.5396,28777.08442,27267.53684,32615.41924
6432,765.7142857,27114.58,27241,28073.39007,28499.50833,29009.01399,29049.25743,28233.44554,28855.22403,27226.18421,32780.09622
6433,765.8333333,27330.55,27247.65306,27998.33333,28233.69167,28611.62937,28579.63366,28433.92079,28816.87013,27539,32665.21993
6434,765.952381,27411.94,27194.30612,28259.43972,28942.05833,28908.1049,28815.54455,28360.33663,29128.31169,27231.02105,32688.59107
6435,766.0714286,27314.11,27253.12245,28260.75887,28970.50833,28407.51748,28439.36634,28380.72277,28854.85065,27307.68947,32935.16151
6436,766.1904762,27407.91,27407.53061,27987.68794,28028.01667,28548.73427,29021.33663,28633.9703,28782.32143,27447.98421,31813.17182
6437,766.3095238,27237.61,27377.34694,28346.24113,28294.55833,28473.84615,29339.9703,28652.16832,28602.41883,27464.97895,32972.13746
6438,766.4285714,27246.05,27280.46939,28069.40426,28726.825,28849.34965,29095.0198,28494.71287,28597.2013,27270.2,32574.06873
6439,766.547619,27510.38,27178.83673,28115.60284,28770.96667,28839,29071.9505,28739.55446,28634.25,27279.83684,32552.27148
6440,766.6666667,27336.05,27271.67347,28409.46809,28294.03333,28730.21678,28808.94059,28557.27228,28582.46104,27167.70526,32834.59794
6441,766.7857143,27348.56,27719.20408,28078.0922,28171.40833,28363.1049,29149.91089,28621.87129,28701.25649,27264.57368,32602.23368
6442,766.9047619,27307.9,27317.06122,28189.84397,28892.29167,28850.29371,29152,28696.09406,29019.38312,27181.38947,32199.35052
6443,767.0238095,27215.32,27435.4898,28260.94326,28621.175,28503.65734,28906.9901,28621.15347,28803.92208,27381.83684,32697.09622
6444,767.1428571,27314.25,27445.59184,28248.85816,28477.38333,28440.36364,29328.12871,28438.33168,28748.07143,27177.02632,32263.5567
6445,767.2619048,27160.88,27432.93878,28425.07801,28636.61667,28111.65734,28937.86139,28089.93069,28751.44805,27228.93684,31299.26804
6446,767.3809524,27264.27,27211.7551,28103.99291,28561.54167,28430.38462,29134.9802,28419.91089,28669.7013,27429.94211,31998.02062
6447,767.5,27283.51,27709.63265,28042.97163,28467.08333,28853.63636,29060.63366,28572.25248,28668.28571,27275.73158,31873.03093
6448,767.6190476,27310.62,27368.14286,28191.20567,28505.83333,28767.31469,28723.69307,28408.5297,28539.3961,27221.45263,32531.06186
6449,767.7380952,27576.74,27493.61224,28345.31915,28959.16667,28279.79021,29149.40594,28316.5198,28803.19805,27436.13158,32645.86254
6450,767.8571429,27792.64,27531.87755,28074.07801,28877.675,28903.56643,28848.05941,28431.06931,28393.95779,27389.70526,31830.80756
6451,767.9761905,27488.22,27295.12245,28534.34043,28350.81667,28707.35664,29004.81188,28390.4802,28357.81818,27275.83684,32551.07904
6452,768.0952381,27616.91,27296.30612,28056.12766,28597.69167,28779.44056,29227.82178,28572.07921,28618.28247,27281.47368,32269.08247
6453,768.2142857,27671.25,27191.14286,27751.0922,28756.91667,28550.96503,29046.53465,28485.90594,28425.91234,27279.09474,32415.64948
6454,768.3333333,27505.75,27232.73469,28456.06383,28182.99167,28832.03497,29240.55446,28251.63366,28332.31169,27199.09474,32465.29553
6455,768.452381,27512.54,27263.93878,27957.40426,28191.24167,28525.16783,28893.48515,28701.63861,28907.44481,27170.02105,32372.29553
6456,768.5714286,27715.3,27393.79592,27998.24113,28176.5,28587.8951,28888.50495,28477.15347,28741.26948,27223.91053,31957.38832
6457,768.6904762,27546.26,27280.34694,28123.79433,28165.7,28430.74825,28715.84158,28573.36139,28483.91558,27170.82105,32833.83849
6458,768.8095238,27503.61,27243.04082,27684.4539,28249.73333,28451.65035,28777.46535,28321.09406,28827.55844,27143.9,32126.13402
6459,768.9285714,27578.55,27283.4898,27870.64539,28748.65,28091.1958,28953.82178,28575.17327,28407.5487,27213.83158,32256.2543
6460,769.047619,27443.01,27249.40816,28070.28369,28767.11667,28464.2028,28983.29703,28448.81683,28407.3961,27343.1,32912.87285
6461,769.1666667,27812.02,27115.22449,27877.64539,28596.99167,28552.41958,28891.76238,28570.03465,28349.81494,27175.46842,32076.35052
6462,769.2857143,27418.49,27171.81633,27997.98582,28687.74167,28238.9021,29364.70297,28368.9604,28741.78571,27182.62632,32417.78007
6463,769.4047619,27865.42,27192.57143,27846.65957,28777.975,28664.35664,29233.33663,28249.62376,28488.16558,27246.3,32118.82474
6464,769.5238095,27807.48,27049.28571,28055.37589,27908.63333,28585.95105,29247.86139,28209.4901,28636.45455,27108.91579,31710.86942
6465,769.6428571,28231.4,27260.02041,28087.07801,28290.95,28379.83217,28697.73267,28327.55446,28601.74351,27145.61579,31155.1512
6466,769.7619048,27668.82,27223.71429,27885.13475,28717.65833,28346.38462,28737.90099,28271.05941,28349.28247,27129.18421,31826.8488
6467,769.8809524,27723.53,27287.26531,27892.87943,28625.625,28372.23077,29039.61386,28160.18317,28420.33442,27071.22105,32004.38832
6468,770,27881.84,27395.97959,27691.79433,28330.95833,28528.68531,28945.65347,28466.11386,28598.61364,27045.18947,31768.97938
6469,770.1190476,27804.46,27461.87755,28136.32624,28449.23333,28319.6993,28640.9505,28747.09901,28656.09416,27173.12105,31221.20275
6470,770.2380952,27914.91,27281,27832.82979,28511.21667,28372.32168,28819.69307,28380.07426,28486.96104,27276.03158,32541.27491
6471,770.3571429,27766.6,27235.06122,27516.76596,28566.80833,28781.97203,29234.30693,28367.91584,28293.74026,27224.20526,31953.49141
6472,770.4761905,27691.39,27047.28571,27930.68085,28525.10833,28397.97203,28970.66337,28134.78218,28287.69805,27159.1,31943.19588
6473,770.5952381,27638.96,27157.77551,27547.96454,28586.04167,28783.11189,28806.9703,28275.65347,28505.26948,27178.54211,32620.63574
6474,770.7142857,27706.24,27410.44898,27838.60284,28478.64167,28408.34266,28754.31683,28573.28218,28600.13312,27231.85263,32695.86942
6475,770.8333333,27617.76,27650.55102,27920.46809,28658.93333,28711.81119,29260.65347,28483.72277,28586.14286,27457.06842,32141.21649
6476,770.952381,27672.67,27340.18367,27896.8156,28708.34167,28094.46154,28960.65347,28436.92079,28762.09416,27268.37895,32078.57045
6477,771.0714286,27850.58,27244.55102,27980.59574,28212.40833,28648.45455,29277.40594,28465.24257,28605.27597,27724.08947,32922.3299
6478,771.1904762,27727.21,27328.73469,28239.93617,28161.39167,28039.04196,29453.22772,28274.66337,28518.73701,27621.07895,32074.10309
6479,771.3095238,27387.79,27143.67347,27928.22695,28723.03333,28176.44755,29040.87129,28311.25743,28725.74351,27976.87368,32311.5567
6480,771.4285714,27625.93,27484.57143,27814.99291,28377.53333,28477.21678,29107.92079,28358.61386,28294.64286,28004.45789,32124.5189
6481,771.547619,27639.89,27348.38776,28059.70213,28641.925,28339.25874,29501.09901,28554.31188,28601.73052,28379.99474,32569.94845
6482,771.6666667,27609.84,27459.91837,28213.74468,28549.30833,28272.94406,28847.10891,28422.67327,28691.33442,28257.9,32435.79038
6483,771.7857143,27529.54,27241.02041,28053.83688,28325.525,28508.3986,29128.20792,28324.73267,28818.44805,28537.69474,32467.09622
6484,771.9047619,27688.05,27299.55102,27952.15603,28840.16667,28634.57343,29011.07921,28241.58416,28513.41883,28785.47368,31951.99313
6485,772.0238095,27641.98,27417.55102,28076.58865,28607.65833,28240.64336,29330.89109,28493.81683,28670.10714,28514.31053,31976.24399
6486,772.1428571,27484.16,27171.02041,27934.51064,28767.06667,28731.83217,29227.42574,28263.12376,28673.55844,28925.09474,33165.75601
6487,772.2619048,27635.44,27294.28571,27993.48936,28477.125,28332.42657,28481.37624,28892.4802,28426.23052,28932.07368,32458.64261
6488,772.3809524,27503.55,27366.2449,27722.65248,28529.48333,28815.46154,29397.16832,29263.91584,28643.96429,28932.99474,32510.78694
6489,772.5,27530.85,27435.32653,28289.77305,28417.66667,28377.11888,28703.49505,28965.63366,28633.5974,29197.81579,31947.57388
6490,772.6190476,27454.26,27493.08163,28022.68085,28747.53333,28752.23077,29063.11881,29519.40099,28847.25649,28935.43158,32367.81787
6491,772.7380952,27678,27464.67347,28077.04255,28540.11667,28177.22378,28905.24752,29950.0099,28742.26299,28939.42632,31733.9244
6492,772.8571429,27412.87,27284.04082,27942.46099,28374.7,28864.29371,29308.59406,30236.85149,28975.88312,28926.55789,32599.31615
6493,772.9761905,27546.42,27442.4898,27748.24823,28239.35,28300.67133,28681.48515,30156.24257,29322.41558,28633.25789,32733.41237
6494,773.0952381,27450.59,27330.73469,28286.21277,28356.275,28464.26573,28813.9505,30510.19307,29575.79221,28721.00526,32099.95533
6495,773.2142857,27316.14,27359.42857,28016.73759,27984.85,28649.78322,28915.42574,31154.60396,29911.78571,28853.24211,32348.52577
6496,773.3333333,27550.87,27278.30612,27968.03546,28442.325,28453.38462,28970.52475,31185.00495,29864.0974,28685.81053,32360.47079
6497,773.452381,27396.3,27277.93878,27933.46809,28035.575,28468.33566,29063.26733,31741.5198,29960.33442,28375.41579,32267.63918
6498,773.5714286,27680.89,27355.40816,28342.28369,28754.38333,28578.51748,29124.72277,31725.80198,30231.82143,28639.12632,31604.94502
6499,773.6904762,27703.47,27100.69388,27976.43972,28439.16667,28529.12587,28723.40594,31771.94059,30733.00649,28462.83158,32600.28179
6500,773.8095238,27541.8,27152.18367,28051.76596,28101.25833,28438.1958,29330.34653,31167.65347,30539.50974,28313.03684,32321.43299
6501,773.9285714,27791.74,27140,27623.48227,28536.1,28243.06993,29095,31736.5396,30429.95779,28310.52105,32852.06529
6502,774.047619,27476.22,27439.5102,28465.98582,28185.63333,28531.90909,28782.84158,31504.15347,31083.40909,27875.4,32398.04124
6503,774.1666667,27551.55,27373.18367,28303.71631,28775.71667,28593.05594,29038.9703,30616.88119,31573.96753,28150.11053,31749.89347
6504,774.2857143,27486.21,27201.14286,27955.73759,28192.525,27985.13287,29442.15842,30550.79703,30680.49351,27967.04737,32396.48797
6505,774.4047619,27290.77,27388.87755,28044.12057,28268.30833,28604.85315,28880.93069,31004.0495,31009.03571,28271.51579,31168.7457
6506,774.5238095,27373.12,27352.57143,27868.84397,28519.59167,28379.73427,29145.66337,30562.81188,30712.85714,28008.97895,31617.08591
6507,774.6428571,27558.71,27260.55102,27842.21986,28225.33333,28185.02797,29283.53465,30790.77228,30615.72727,27772.18947,32555.29553
6508,774.7619048,27256.44,27160.46939,27946.95035,28414.58333,28263.73427,28921.65347,30234.86139,30443.8961,27785.58421,31771.46735
6509,774.8809524,27291.97,27412.34694,27874.78723,28356.40833,28585.83217,29476.50495,30423.22772,30591.97403,27863.97368,31821.87629
6510,775,27405.91,27354.73469,27972.64539,28652.31667,28618.59441,28849.34653,30315.18317,30381.7987,28006.11053,32026.92096
6511,775.1190476,27371.62,27236.12245,27895.5461,28801.25833,28603.13287,28703.26733,30181.9604,30145.53896,27885.61053,31912.82818
6512,775.2380952,27415.33,27446.65306,27906.63121,28607.55,28873.81818,29060.16832,30672.9802,30531.59416,27902.24211,31633.83505
6513,775.3571429,27634.47,27418.36735,28157.06383,28348.86667,28277.58741,28933.11881,30484.42079,29893.94481,27968.12105,32284.15464
6514,775.4761905,27588.07,27157.38776,28474.51064,28560.96667,28309.6993,28599.92079,30031.69307,29838.5487,27679.78421,32146.70103
6515,775.5952381,27384.96,27333.20408,27987.53901,28600.64167,28429.93706,29147.29703,30034.44059,29920.18182,27726.57895,31705.21306
6516,775.7142857,27475.06,27381.77551,27917.25532,28639.04167,28916.5035,28782.72277,29690.0396,30251.38961,28036.74737,32255.78351
6517,775.8333333,27462.29,27624.32653,27960.60993,28499.05833,28575.86713,28671.34653,29990.67822,30264.66234,27719.97895,32496.49485
6518,775.952381,27545.73,28009.87755,27832.68085,28595.85,28714.27273,28646.21782,29969.72772,29974.61039,27950.71053,31997.10997
6519,776.0714286,27398.2,28042.40816,27705.32624,29072.33333,28499.11189,29129.79208,29796.9703,29626.54221,27601.58421,32495.57388
6520,776.1904762,27697.45,28731.46939,27935.70922,28993.025,28708.03497,28990.20792,29721.67327,29617.21753,27815.22632,32585.24055
6521,776.3095238,27635.76,28512.79592,28252.5461,28078.68333,28697.01399,29021.85149,29655.31188,29753.4026,27800.21579,32042.80756
6522,776.4285714,27582.8,28486.91837,27941.74468,28271.01667,28843.47552,28993.60396,29529.68812,30233.33442,27714.35263,31955.03436
6523,776.547619,27287.35,28383.73469,27767.09929,28567.70833,28681.67832,28805.89109,29472.49505,29670.74351,28052.61053,32235.78007
6524,776.6666667,27341.24,28517.67347,27849.02128,28548.03333,28206.01399,28836.22772,29731.83168,29700.6461,27668.99474,32193.65292
6525,776.7857143,27319.28,27908.26531,28031.83688,27940.79167,28409.67133,28621.20792,30122.65347,29477.12013,27760.72105,31935.05155
6526,776.9047619,27487.44,27906.5102,28117.78014,28608.13333,28222.48951,28991.70297,30025.16832,29338.27273,27716.20526,31592.94158
6527,777.0238095,27264.42,28032.42857,28492.87943,28557.59167,28862,28972.90099,29601.01485,29671.49351,27681.35263,32234.48797
6528,777.1428571,27358.32,27693.12245,27955.06383,28447.20833,28078.23077,29433.92079,29543.4703,29405.29221,27683.53684,32138.76976
6529,777.2619048,27532.14,27505.2449,27942.28369,28283.99167,28632.33566,28989.15842,29512.77228,29638.66234,27475.16316,31880.32302
6530,777.3809524,27310.92,27934,27960.2695,28526.89167,28509.42657,29090.0198,29687.24257,29746.86364,27617.66842,32323.57388
6531,777.5,27467.75,27361.22449,28087.49645,28552.16667,28486.27273,28763.58416,29283.42079,29394.65584,27567.56842,32704.41924
6532,777.6190476,27390.62,27664.26531,28245.08511,28736.08333,28384.11888,28900.84158,29644.91584,29633.90584,27731.77368,32271.45361
6533,777.7380952,27339.71,27656.77551,27981.39007,28331.99167,28517.55944,29252.9703,29260.52475,29565.34091,27695.65789,32442.05842
6534,777.8571429,27330.7,27449.81633,27754.44681,28445.21667,28464.37762,29307.77228,29671.91089,29479.64286,27598.07895,31937.66667
6535,777.9761905,27150.8,27515.34694,28056.59574,28146.93333,28551.99301,29082.78218,28953.61386,29515.27922,27467.45789,31463.34708
6536,778.0952381,27553.12,27525.77551,28206.80851,28145.35,28476.73427,28634.72277,29445.63366,29239.5,27716.43158,32750.1134
6537,778.2142857,27427.52,27291.20408,27877.25532,28191.51667,28679.11888,29390.66337,28942.47525,29244.64935,27408.52105,31706.16151
6538,778.3333333,27473.84,27714.87755,28040.97163,28483.55833,28704.06993,29230.58416,29335.64356,29259.98701,27555.53684,32483.98625
6539,778.452381,27356.07,27541.02041,28075.71631,28733.66667,28518.8042,28895.10891,29224.9505,29394.37013,27717.54737,31956.92784
6540,778.5714286,27140.72,27424.30612,28221.48227,29100.44167,28425.71329,29238.32673,29270.53465,29267.66558,27599.99474,32189.84536
6541,778.6904762,27330.17,27427.79592,27530.02128,28544.575,28448.67133,29821.14851,29480.86634,29092.49351,27456.48947,32023.52234
6542,778.8095238,27461.82,27724.69388,27972.19858,28573.41667,28775.1049,28723.24752,29381,29165.78571,27487.19474,32054.60481
6543,778.9285714,27449.64,27394.4898,28025.51064,28800.38333,28633.52448,28987.79208,29162.32673,29494.58766,27438.58947,31727.29553
6544,779.047619,27310.51,27584.95918,27895.87943,28564.14167,28969.44755,29106.12871,29330.70792,28622.23052,27574.70526,31646.16151
6545,779.1666667,27417.83,27808.44898,28077.9078,28427.40833,28678.57343,29161.72277,29175.24257,28907.57792,27552.85263,31945.64605
6546,779.2857143,27352.69,27357.34694,28240.96454,28481.3,28206.79021,29544.27723,29220,28911.03896,27594.60526,31518.69759
6547,779.4047619,27458.1,27498.57143,28316.85816,28237.83333,28400.6993,29002.66337,28781.22277,29225.50325,27443.44737,31830.72165
6548,779.5238095,27388.98,27219.4898,28051.07092,28439.56667,28300.56643,28888.35644,29074.52475,28971.28571,27433.58421,31822.52234
6549,779.6428571,27340.41,27394.30612,28083.34043,28737.725,27993.44755,28846.10891,29022.85644,29248.40584,27605.22632,32131.32302
6550,779.7619048,27356.16,27471.10204,28327.09929,28325.2,28226.38462,28798.52475,28843.72772,29037.1461,27457.29474,31411.56701
6551,779.8809524,27461.58,27621.44898,28111.87943,28575.34167,28108.06294,29265.09901,28542.84158,29110.6461,27304.43684,32083.00687
6552,780,27321.54,27475.87755,27884.42553,28178.65,28342.06993,28856.43564,28838.08911,29026.22078,27455.65263,31735.99656
6553,780.1190476,27258.89,27404.36735,28177.04965,28650.00833,28377.99301,28825.15842,28926.38119,28771.66558,27404.23684,32312.65979
6554,780.2380952,27164.64,27450.91837,27937.73759,28743.09167,28382,29108.38614,28785.78218,28971.21429,27430.30526,31479.47079
6555,780.3571429,27206.81,27377.91837,28007.46809,28550.64167,28358.28671,28888.62376,28739.97525,29092.00649,27409.55263,31380.56357
6556,780.4761905,27237.27,27395.77551,28045.52482,28908.03333,28415.5035,28813.57426,28731.62376,28753.77922,27479.83158,31879.64948
6557,780.5952381,27361.54,27577.85714,27760.34752,28902.8,28168.69231,28705.65347,28835.21287,28600.70455,27502.29474,32050.1134
6558,780.7142857,27323.09,27230.08163,28169.65957,28480.65833,28583.34266,28756.07921,28925.74752,28748.02597,27476.11579,32276.68041
6559,780.8333333,27161.7,27665.38776,27960.5461,28667.85,28399.11189,28279.48515,28507.47525,29004.88636,27507.2,31488.87629
6560,780.952381,27594.49,27506.65306,28712.79433,29138.10833,28093.35664,28836.34653,28520.93564,28988.90584,27551.4,32213.84192
6561,781.0714286,27467.62,27371.61224,28267.22695,28734,28399.98601,29127.34653,28718.38614,28949.11039,27280.06316,31129.41237
6562,781.1904762,27359.5,27742.5102,28074.70922,29032.13333,28445.51049,29032.26733,29139.10396,28884.1039,27448.88421,31009.04467
6563,781.3095238,27576.19,27020.20408,27890.02837,28858.975,28271.37063,28929.82178,28823.61386,28892.1526,27301.36842,31556.21306
6564,781.4285714,27278.4,27715.42857,28393.40426,28848.075,28900.88112,29131.74257,28867.68317,28716.67857,27342.89474,32181.34021
6565,781.547619,27328.5,27468.95918,27781.1844,28270.3,28033,28785.05941,28846.9604,28633.76948,27571.17368,32166.19244
6566,781.6666667,27151.27,27557.77551,27837.67376,28498.11667,28801.39161,29277.30693,28812.0099,28715.51299,27247.99474,32013.2921
6567,781.7857143,27233.96,27598.61224,27797.41844,28636.075,28534.17483,28729.17822,28967.06931,28740.86364,27324.31579,31863.72165
6568,781.9047619,27475.66,27317.7551,28081.69504,28926.375,28211.32168,28838.42574,28640.74752,29087.31494,27248.30526,31344.78007
6569,782.0238095,27321.66,27376.97959,27743.58865,28619.41667,28038.1958,29022.70297,28849.60396,28562.43182,27332.37368,32228.37457
6570,782.1428571,27317.69,27196.26531,27806.56028,28645.23333,28655.04196,28677.59406,28815.29208,28872.25325,27271.92105,31351.14777
6571,782.2619048,27087.46,27676.81633,27695.97163,28437.45833,28426.56643,29082.9802,28649.23762,28487.92857,27430.66316,32357.64948
6572,782.3809524,27341.89,27278.42857,27717.34752,28675.55833,28373.35664,28656.31683,28843.11386,28603.37987,27301.20526,31561.30241
6573,782.5,27391.2,27191.83673,28066.7305,28305.625,28275.53147,29106.40594,28801.81188,28874.43831,27458.98947,31849.18213
6574,782.6190476,27333.81,27343.2449,28098.39716,28389.98333,28480.03497,28866.05941,28625.35644,28823.52273,27427.52632,31242.56014
6575,782.7380952,27353.33,27244.87755,28193.65248,28774.45833,28651.18881,29159.0198,28744.32673,28621.32143,27379.04737,31504.1134
6576,782.8571429,27274.22,27339.14286,28198.01418,28496.06667,28510.92308,29277.47525,28591.44059,28813.81169,27221.65263,31621.7079
6577,782.9761905,27227.05,27421.36735,28236.61702,28242.725,28330.28671,28751.77228,28528.44059,28874.33442,27236.86316,31509.85567
6578,783.0952381,27394.64,27314.79592,28026.85106,28583.40833,28708.18881,28621.64356,28879.89109,28618.58442,27218.60526,31176.5567
6579,783.2142857,27162.99,27202.12245,28385.42553,28712.20833,28690.7972,29136.0495,28728.28218,28752.67532,27230.63158,31522.36082
6580,783.3333333,27490.33,27422.95918,28659.58156,28897.625,28560.31469,29121.22772,28783.88614,28509.21104,27247.14211,31972.31271
6581,783.452381,27342.7,27464.81633,28235.58865,28708.725,28315.16084,29111.89109,28549.36634,28782.35714,27321.83684,31598.13402
6582,783.5714286,27298.89,27375.18367,28204.61702,28419.00833,28370.06993,28730.42574,28686.39604,28963.47727,27194.55789,31350.33333
6583,783.6904762,27278.74,27260.44898,28147.60284,28556.83333,28470.65035,28716.13861,28696.39109,28563.66234,27226.22632,31651.65979
6584,783.8095238,27389.77,27352.42857,28104.84397,28372.925,28509.1049,29050.28713,28654.17822,28690.51948,27189.83684,31290.92784
6585,783.9285714,27341.51,27283.69388,27796.68085,28548.25833,28150.22378,29149.71287,28592.39109,28758.78571,27257.67895,31882.96564
6586,784.047619,27233.91,27282.28571,28208.92199,28336.26667,28706.6993,28987.28713,28485.28218,28634.1526,27267.46316,31924.28866
6587,784.1666667,27197.85,27216.55102,28019.39716,28443.525,28301.12587,29120.58416,28709.91089,28685.9513,27274.65789,31583.35739
6588,784.2857143,27221.11,27490.59184,27769.49645,28903.625,28885.42657,28926.35644,28451.56436,28704.38312,27189.54211,31443.54983
6589,784.4047619,27342.72,27287.81633,28151.31206,28900.18333,28632.32168,29026.60396,28815.80693,28640.89935,27173.78947,31379.38832
6590,784.5238095,27303.03,27217.93878,28304.21986,28533.33333,28792.95105,29031.9802,28596.43564,28663.33117,27209.05789,32155.36082
6591,784.6428571,27183.92,27314.85714,28368.65957,28768.79167,28699.40559,29904.88119,28424.23267,28756.36364,27250.15263,31506.1134
6592,784.7619048,27267.94,27500.5102,27982.80851,28315.54167,28694.54545,29742.9901,28094.12376,28793.74351,27166.88947,32215.72165
6593,784.8809524,27321.22,27302.04082,27986.44681,28346.625,28446.48252,30063.67327,28445.69307,28213.99026,27428.47895,31943.34364
6594,785,27291.66,27216.30612,28190.06383,28848.175,28715.14685,29973.52475,28658.75743,28746.12662,27269.20526,31301.52234
6595,785.1190476,27187.72,27373.14286,28113.22695,28513.28333,28567.74825,29862.12871,28416.73762,28587.02922,27125.53158,31830.47079
6596,785.2380952,27450.6,27218.91837,28048.52482,28154.89167,28016.52448,29801.63366,28468.08911,28641.63312,27252.24737,31674.47423
6597,785.3571429,27270.38,27351.30612,28135.73759,28407.13333,28534.23776,29514.36634,28350.23762,28742.25649,27235.9,32115.43986
6598,785.4761905,27275.41,27386.71429,28036.35461,28140.525,28785.74825,28741.0495,28315.97525,28625.31494,27218.41053,31497.8488
6599,785.5952381,27393.01,27459.36735,28368.16312,28340.025,28779.28671,29173.59406,28471.4901,28681.33442,27093.47368,31927.93471
6600,785.7142857,27336.04,27421.67347,28074.06383,28518.925,28811.62238,29549.9505,28395.60891,28404.80519,27067.94737,31803.31271
6601,785.8333333,27336.45,27578.93878,28298.92199,28759.81667,28568.41958,29581.44554,28517.29208,28515.81818,27013.05789,31735
